puzzle_id,fen,key_moves,mate_in,rating,solution
JFL01,8/p1P1k3/bp2Pp2/3p1P2/R2Pn1K1/P1P3P1/5r2/6R1 b - - 0 42,a6e2,3,1142,a6e2 g4h3 e4g5 h3h4 f2h2
rzzp9,6k1/p1p2p2/5Bb1/7p/5P2/5q2/PPPrRP1K/R7 w - - 0 24,e2e8,2,712,e2e8 g8h7 e8h8
E25Zu,6k1/6pp/p7/1p6/8/PP6/2P4P/3q1Q1K b - - 0 33,d1f1,1,400,d1f1
c9Jxb,6k1/p4ppp/1bQ5/P4P2/4P3/7P/1PP1q1PB/3R3K b - - 0 26,e2d1,2,786,e2d1 h2g1 d1g1
5HFsy,3r2k1/ppQ2ppp/4p3/7P/8/8/3r2bK/5R2 w - - 0 28,c7f7,3,1083,c7f7 g8h8 f7f8 d8f8 f1f8
tgCUM,6k1/p1pr1p2/1p3Bp1/4Pq1n/2P5/1P6/2P3QK/8 w - - 4 42,g2a8,3,1069,g2a8 d7d8 a8d8 g8h7 d8h8
AfEhn,6k1/6pp/5p2/pQ2pq2/P7/1b1r3P/6P1/R6K w - - 0 34,b5e8,1,1092,b5e8
ZvHP0,8/8/8/7k/5p2/2KR4/6R1/1q3r2 w - - 0 61,d3h3,1,1076,d3h3
BbIKd,6k1/5rpp/8/4q2P/K3P3/1B1n4/P7/R1R5 w - - 0 37,c1c8,2,917,c1c8 e5e8 c8e8
yHnsv,6k1/6p1/5QKp/p7/5rP1/6nP/P2R4/8 b - - 0 50,f4f6,1,846,f4f6
lEaRs,8/8/8/8/PR6/3k4/r7/3K4 b - - 10 57,a2a1,2,1106,a2a1 b4b1 a1b1
T9iuY,3r3k/pp3Q1p/2p2p2/4bN2/1P2PqP1/P3R2P/5P2/6K1 b - - 0 28,f4h2,3,2314,f4h2 g1f1 h2h1 f1e2 h1d1
s0TlB,8/8/7p/1Q4pk/6rP/2r3PK/8/8 w - - 0 51,b5e8,1,1172,b5e8
OwzDl,6rk/7p/4pPpQ/8/r1q2PP1/2p2RK1/3p4/2R5 w - - 0 37,h6h7,2,1849,h6h7 h8h7 c1h1
90esT,8/4r1pp/1pN1kp2/1Pn1p3/6P1/2P5/1r3P1P/3R2K1 w - - 0 27,c6d8,1,1444,c6d8
A1VD7,2Q5/6rk/p6p/1p5P/2p1p3/2P3qn/PPN3P1/6RK b - - 0 34,h3f2,1,1134,h3f2
UcOaW,rn4k1/p3qp1p/2p2RpP/1p6/3P2P1/3B4/PPP5/2K1Q3 b - - 0 22,e7e1,1,428,e7e1
cWU5p,8/3k4/pR1n1K2/3pB3/4b3/2P5/PP4r1/5R2 b - - 14 55,g2g6,1,1384,g2g6
g17hd,7R/7p/5p1k/4nBp1/4P3/6PP/5r2/3K4 w - - 0 48,h8h7,1,1042,h8h7
YEAwy,4k3/p2r1pp1/2p1p1p1/7q/1BKPQ3/1PP5/P2R4/8 b - - 12 33,h5b5,1,1130,h5b5
Z26SR,8/p3R1p1/1b3k2/7p/4RPP1/r6P/6K1/3q4 w - - 0 40,e4e6,1,1451,e4e6
91xg5,5rk1/6pp/2Q1P2r/8/p7/P1N3P1/1P3q1P/6RK b - - 2 37,h6h2 f2h2,1,933,f2h2
6ywcj,8/2b3pk/4p2p/4p2Q/4P3/3q1N1P/6PK/8 w - - 0 44,f3g5,2,1330,f3g5 h7h8 h5e8
qNBNX,1R1b2k1/5p1p/q3p1pB/3pP3/P5r1/8/5P1P/7K w - - 6 35,b8d8,1,492,b8d8
xFZ2v,6bk/PR6/3p2p1/4p1Bp/6qP/2r5/5Q1K/8 w - - 2 50,g5f6 f2f6,1,862,g5f6
w42Ad,7k/p1q3pp/5p2/3QpP2/3p4/7P/1PP2PP1/6K1 w - - 0 30,d5a8,2,900,d5a8 c7b8 a8b8
IoAkg,7r/6Rp/3kp3/2np1p2/p4P1P/8/r5P1/1R5K w - - 0 33,b1b6,1,723,b1b6
SAi0g,5rk1/5p2/6pp/1Q6/6P1/5n2/1PPn3P/K2R3R b - - 0 28,f8a8,2,1049,f8a8 b5a4 a8a4
5pi4E,6k1/p4p1p/4bQp1/3p1P2/6PK/1B4RP/PP6/4q1r1 w - - 1 38,f6d8,3,1311,f6d8 g8g7 f5f6 g7h6 d8f8
tCK7e,r4r2/8/p3kp2/1pp1p2K/4P3/1PPP1RP1/1P6/5R2 b - - 0 33,f8h8,2,875,f8h8 h5g4 a8g8
XGwXV,8/p7/1pR3p1/7p/3q4/P4Bk1/4P1N1/2R2K2 b - - 9 57,d4f2,1,876,d4f2
LwClb,5rk1/8/1Q1pp2p/p7/P2PP3/6Np/1P3q1P/1R2N2K b - - 0 27,f2f1,2,1185,f2f1 g3f1 f8f1
R8rDn,7k/6pp/2p5/1pq2p2/8/P2r1P1P/6P1/1R2R2K w - - 0 29,e1e8,2,400,e1e8 c5f8 e8f8
8HT4V,5k2/1br3pQ/p2p1p1p/1p1P3P/2qpRP2/6P1/2P3K1/8 w - - 0 36,h7h8,2,1180,h7h8 f8f7 h8e8
4SB2L,2r3k1/1pQ2ppp/4b3/3q4/P7/8/1P3PPP/4R1K1 w - - 1 24,c7c8,2,699,c7c8 e6c8 e1e8
PfLMs,k5r1/pp4qp/3R2B1/3R4/5r2/6P1/PPP2P1P/6K1 w - - 0 26,d6d8,2,729,d6d8 g8d8 d5d8
NV5Ss,k1r5/rp4p1/3pB3/p2P4/6p1/7P/q4PK1/1RR5 w - - 0 34,c1c8,1,730,c1c8
LSRqN,7k/pp3p2/5N2/2p2p1N/8/5n2/PP2r2P/3R3K b - - 9 29,e2h2,1,969,e2h2
utnBB,3kb3/6p1/1Np2q1p/2QpN3/1P1Pr3/P6P/5PP1/6K1 b - - 0 28,e4e1,3,1175,e4e1 g1h2 f6f4 g2g3 f4f2
EXTbC,7k/1p3rpp/p1r5/4P3/P2Rp3/4q1P1/7P/Q4B1K w - - 1 45,d4d8,2,414,d4d8 f7f8 d8f8
q88wx,5k2/pb3pRQ/1p6/2p1qP2/3p4/2PB4/P1P4P/6K1 b - - 0 28,e5e1,2,1715,e5e1 d3f1 e1e3
4ITM7,8/1p6/r3p3/1p1p1p2/1Pp2K1k/2P5/P5R1/8 w - - 0 43,g2h2,1,1126,g2h2
YzB5l,5rk1/5ppp/p3p3/1p4P1/4q2P/2r5/K1P2Q2/3R1R2 w - - 2 27,f2f7,3,1354,f2f7 f8f7 d1d8 f7f8 f1f8
2k4Tv,5k2/4R1p1/5pB1/p6P/1pK1PbP1/1P6/3r4/8 w - - 8 52,e7e8,1,1149,e7e8
0ZjXS,r2k2n1/2q5/3p4/2pPpQ2/p1P1P1B1/Pp6/1Pn5/1K6 w - - 7 38,f5f8,1,638,f5f8
UatFr,8/pp2k2p/6pP/5pK1/2r5/2P5/PP4P1/3R4 b - - 2 29,c4g4,1,589,c4g4
ONm3o,4r2k/p5pp/8/B2p1p2/3P1q2/P2B3r/1P3P2/3KR3 w - - 0 27,e1e8,1,555,e1e8
eq9MV,3Rrr1k/4Q1pp/6p1/1q6/p7/8/P5PP/3R3K w - - 8 35,e7f8,2,1396,e7f8 e8f8 d8f8
jFrgV,7k/pp4pp/8/8/1P1Q4/P4rPq/7P/2R4K w - - 0 31,d4d8,2,764,d4d8 f3f8 d8f8
BbJ5C,r2nR3/P2k4/2pB1p2/2Pp3p/b6P/8/5K2/8 w - - 8 49,e8e7,2,975,e8e7 d7c8 e7c7
3ekZh,4kr2/p3pp1p/5Qp1/1Nq2b2/8/1P3P2/PP4PP/3KR3 b - - 0 25,c5c2,1,983,c5c2
299yE,2r4k/6pp/4Q3/1p1P4/1P3P2/6K1/q5PP/8 w - - 0 38,e6c8,1,651,e6c8
vFTsA,3r3k/4Pp1p/p4Pp1/8/8/2p3P1/q5P1/5R1K w - - 0 34,e7d8q e7d8r,1,824,e7d8q
Jq5aL,5r2/8/2p2Npk/p1PbP3/5K2/r4PR1/8/8 w - - 0 38,g3h3,2,927,g3h3 h6g7 h3h7
9cuJ2,1k1r4/ppp5/8/3rQ1p1/7p/BP5P/P2q2P1/2R4K w - - 1 33,e5c7,3,962,e5c7 b8a8 c7c8 d8c8 c1c8
B0qeH,8/7R/1b2kr1p/4p1pP/1BKpP1P1/8/8/8 w - - 0 54,h7e7,1,620,h7e7
QUlEv,7r/R7/1pp1p1kP/5pP1/1pP1p3/1r2P3/1P2K2R/8 w - - 0 34,a7g7,1,921,a7g7
UHOcC,7k/6pp/8/8/2p2rPP/1q2p2K/8/3R4 w - - 0 38,d1d8,2,551,d1d8 f4f8 d8f8
4HyZh,6rk/6pp/p6N/1q3p2/5P2/4PNPK/7P/8 w - - 0 37,h6f7,1,948,h6f7
dWgJX,5Q2/1k4rp/1P1p4/4p3/5p2/Pq6/1N6/RK6 b - - 0 38,g7g1,1,739,g7g1
gVuHo,2kr1r2/2pq2pp/1pQp4/p7/2PP4/2P2N2/P4PPP/4R1K1 w - - 0 21,c6a8,1,924,c6a8
sXvBq,8/6r1/8/2R3pp/3bpk2/p6P/P1Br1PK1/4R3 w - - 8 49,e1e4,1,727,e1e4
rFl2P,4k3/pp2b1p1/2prQ1P1/1q6/8/5R1P/P5P1/7K w - - 1 34,f3f8,2,1738,f3f8 e8f8 e6f7
c4o8w,7Q/kp5P/2p5/8/2nP4/1KPq2P1/6P1/3N3R b - - 4 41,d3b1,3,2196,d3b1 d1b2 b1b2 b3c4 b2b5
YY1hO,1r4k1/pb1Q2pp/1p6/8/8/P1qB2P1/2P4P/5RK1 w - - 2 25,d7f7,3,1302,d7f7 g8h8 f7f8 b8f8 f1f8
ufSt9,8/5R2/1p1b2pk/8/6PP/3b3K/1r6/8 w - - 0 38,g4g5,2,867,g4g5 h6h5 f7h7
8AMVP,8/3p2q1/kp2p3/p5P1/P1r5/8/1PP3Q1/2K3R1 w - - 1 35,g2a8,1,696,g2a8
awozb,2b3k1/5p2/1q4p1/p2P3p/1P5P/P5Q1/BP1R2PK/2r5 b - - 0 34,b6g1,1,963,b6g1
rB0hK,6k1/p4pp1/2pqp2p/8/1r3P1P/6K1/PP2Q1P1/1R3B1R b - - 0 28,d6f4,2,1139,d6f4 g3h3 f4h4
2nL8x,6k1/p4p2/7p/8/7R/3p2r1/3P4/2RK4 b - - 0 36,g3g1,1,596,g3g1
LrDVV,2r5/4Qpk1/8/3N4/4PpP1/6bP/5RP1/7K b - - 0 45,c8c1,2,869,c8c1 f2f1 c1f1
afVV7,5q1k/3B4/1ppb3p/3p4/3Pp2Q/2P3P1/R2n1P1P/7K b - - 0 31,f8f3,3,1471,f8f3 h1g1 f3d1 g1g2 d1f1
VlaW6,7k/2p1qpp1/3p3p/3P4/Q7/2B4P/Pr3PP1/3R1K2 b - - 0 28,e7e2,3,1330,e7e2 f1g1 e2f2 g1h2 f2g2
8nC0x,2R5/pp2q2k/6pp/5Q2/1P6/P7/1r4rP/5R1K w - - 0 37,f5f7,2,983,f5f7 e7f7 f1f7
6NJ4h,8/4p1kp/p2p2p1/6P1/3N4/P1r5/8/1K3R1b w - - 0 33,d4e6,2,979,d4e6 g7h8 f1f8
pgDyB,8/5K2/5Nnk/3P4/6R1/5rpp/1P6/8 w - - 8 60,g4g6,1,1130,g4g6
4R8mx,8/6R1/3b3p/p2PpB1k/1p2P1n1/7K/PP3r2/8 w - - 0 44,f5g4,1,983,f5g4
2O6bX,7k/q5p1/3p3p/8/8/1P5P/4Q1Pb/2R2K2 b - - 7 42,a7g1,1,767,a7g1
ZmXlB,6r1/2R2p1k/p6p/1p2P3/3R1Pr1/P4bN1/1P3P1K/8 b - - 8 38,g4h4,2,1034,g4h4 h2g1 h4h1
zSqJ0,4r3/1p6/2bR4/p3kpNp/3R3P/PKP3r1/8/8 w - - 6 37,g5f7,1,1114,g5f7
UMlZx,8/p2r2k1/4p1p1/N1P2p2/4nPp1/4P3/P1R3PP/6K1 b - - 0 34,d7d1,1,474,d7d1
QiV87,8/pp1q2Qp/r2k4/8/3P4/2P5/6PK/8 w - - 1 45,g7e5,2,1358,g7e5 d6c6 e5c5
4NV0p,r7/5R2/p6R/6P1/1p1n1Pk1/6P1/5K2/2q5 w - - 0 50,h6h4,1,915,h6h4
l0W4V,6k1/p2r1ppp/4p3/8/p3q3/1P4P1/4PP1P/2R2RK1 w - - 0 21,c1c8,2,478,c1c8 d7d8 c8d8
0h5Xt,8/6k1/p1R5/1p2P1b1/3P2P1/P1PB2PK/1P2nr2/8 b - - 4 36,e2g1,1,1157,e2g1
NQUOu,3r3r/kPp3q1/4R3/1P3p2/5p2/P4B1p/5Pp1/R5K1 w - - 0 33,e6a6,2,845,e6a6 a7b8 a6a8
3azRa,6k1/p4pp1/4p1p1/5nN1/1R4P1/5r1P/2r2P2/3K4 w - - 0 42,b4b8,2,487,b4b8 c2c8 b8c8
cEgAP,8/Q4pk1/4R1p1/8/5q1p/7P/3r1PP1/6K1 b - - 0 50,d2d1,2,1082,d2d1 e6e1 d1e1
wQgRr,r7/8/3bNp2/1pn1pk2/3p2RB/5PP1/8/7K w - - 6 36,e6g7,1,1166,e6g7
rgAg2,7k/2p5/3p1PR1/3Pb3/1P6/P7/2K3Qr/q7 w - - 5 46,g6h6,2,2117,g6h6 h2h6 g2g7
12MHp,3r4/p4R2/1p1kP3/3P4/1PPK4/7r/P7/8 w - - 0 42,c4c5,2,1724,c4c5 b6c5 b4c5
G1yD8,6k1/6pp/p1Q5/8/5n2/2Pn3P/Pq4P1/R6K w - - 0 26,c6e8,1,1133,c6e8
uTv5w,5r2/ppQ5/4k1p1/4P2p/3p2bP/3Pn1P1/PP2P3/4K3 b - - 5 29,f8f1,2,1307,f8f1 e1d2 f1d1
B8ATe,r1b2k2/pp3ppp/2pN4/3p1n2/8/3P2PP/PPP2PB1/3KR3 w - - 2 22,e1e8,1,731,e1e8
eFDyL,5b1r/1r2kp2/4p1p1/1p2P1P1/p1pN1P2/P1P3K1/1P3B2/3R4 w - - 0 56,d4c6,2,829,d4c6 e7e8 d1d8
1BTbu,8/1p6/k2r4/8/3r4/6R1/6P1/1R4K1 w - - 2 50,g3a3,2,1197,g3a3 d4a4 a3a4
Iugr8,6k1/pp3ppp/4p3/1b1pP3/1P1q1PPQ/P6P/8/3BK2R b K - 0 22,d4e3,2,1677,d4e3 d1e2 e3e2
yXsaA,6k1/1p4p1/2b1R3/pnQ3R1/6q1/P5P1/1P3P1P/6K1 b - - 0 33,g4d1,2,960,g4d1 e6e1 d1e1
yCrMS,8/8/3np2p/R4p2/2qPkPp1/P3P3/1P1K2P1/8 w - - 10 44,a5e5,1,747,a5e5
VDGln,6k1/p1p3pp/8/3q4/1Rp5/2P1p1Pb/P4R1P/6K1 w - - 0 30,b4b8,3,896,b4b8 h3c8 b8c8 d5d8 c8d8
HelCp,7k/5np1/4R2r/3P4/1p4K1/2pB1P1p/P7/8 w - - 0 50,e6e8,1,625,e6e8
FsgFr,3r2k1/pp1r3p/2p1p1p1/4P3/4PnP1/1R6/PPP2Q2/1K5R b - - 0 30,d7d1,2,1049,d7d1 h1d1 d8d1
JNWti,8/8/5p2/6p1/1R1p4/2kP1r2/2P5/3K4 w - - 3 51,b4b3,1,1495,b4b3
SDDP1,6k1/p5pp/4p3/2rnN3/4p3/4P2P/P4PP1/1R4K1 w - - 0 27,b1b8,2,569,b1b8 c5c8 b8c8
TGuVV,3r2k1/2Q2pp1/1pR4p/4p3/8/8/p5PP/3R3K b - - 0 35,d8d1,1,441,d8d1
x17OI,6k1/ppp3p1/8/1b6/3pq3/8/PPPB2PQ/R2K4 b - - 1 31,e4e2,3,1159,e4e2 d1c1 e2f1 d2e1 f1e1
smKo2,6k1/ppp5/3pN1p1/3P1r1p/2PQ1P1q/7P/PP2r3/5R1K w - - 0 30,d4g7,1,704,d4g7
OCkeE,8/4k3/5R2/3PpbP1/BP2P3/4q2n/P5K1/8 w - - 0 47,d5d6,2,1660,d5d6 e7d8 f6f8
1OPxh,5r1k/6pp/p1N2q2/1p1R4/4Q3/P7/1P3PPP/4R1K1 b - - 0 28,f6f2,3,1063,f6f2 g1h1 f2f1 e1f1 f8f1
igkXA,R7/p1q2p1k/4bP1p/1p4p1/2p5/P7/6PP/5QK1 w - - 2 36,f1b1,2,1166,f1b1 e6f5 b1f5
CPhcg,8/1p6/p7/6Q1/6P1/6kP/Pr6/6K1 b - - 0 46,b2b1,2,1165,b2b1 g5c1 b1c1
tQsD4,8/p4pkp/1p3np1/8/8/2P3P1/PP2qP2/RK1Q4 b - - 0 26,e2d1,1,400,e2d1
qq06u,2k5/1p4R1/2p5/pr4p1/5bK1/8/8/4R3 w - - 0 39,e1e8,1,867,e1e8
BMUS4,3r2k1/5ppp/p1n5/8/1P2R3/B7/P1P2PPP/6K1 b - - 0 24,d8d1,2,549,d8d1 e4e1 d1e1
h8nvj,8/6kp/4Ppp1/3N4/3Q4/2P3P1/4q2P/r5NK b - - 0 42,e2f3,1,1423,e2f3
UsqHY,3r3k/4p2p/p5p1/1p4P1/5R2/2P5/PP4PP/7K b - - 0 29,d8d1,2,591,d8d1 f4f1 d1f1
zCSe7,8/2p5/p1b5/P6r/6k1/6B1/5P2/R5K1 b - - 9 59,h5h1,1,703,h5h1
M18MD,6k1/p2q1p1p/6p1/5b2/1pr5/2B1Q1P1/PP3P1P/2K1R3 w - - 0 26,e3e8,2,585,e3e8 d7e8 e1e8
SdYmI,5rk1/p5p1/2P1p3/3pPr2/PP1B4/6Pp/3Q3P/6K1 b - - 0 34,f5f1,1,442,f5f1
S3RKw,8/R1p2k1p/1pNp2r1/3P3r/2P1p3/P1P2bPP/5P1K/6R1 b - - 2 41,h5h3,2,1143,h5h3 h2h3 g6h6
WwweJ,8/pp6/2p4R/3k1p2/3P4/2PK3P/Pr6/8 w - - 2 38,c3c4,1,924,c3c4
N09AE,1k1r4/ppp5/6p1/5p2/2b1pq2/2N5/PPP2PPP/1K1R4 w - - 0 22,d1d8,1,501,d1d8
6cFuV,8/2p5/Pkn3Q1/qp6/8/7P/5rPK/2R1q3 w - - 0 41,g6c6,2,1436,g6c6 b6a7 c6b7
AKIXU,8/4R3/p5Pk/1p5P/2pK1P2/r4b2/8/8 w - - 3 50,e7h7,1,583,e7h7
KXuQK,1k5r/R4ppp/2P1p3/1N1pP3/1b1P1P2/5KP1/1p1r3P/8 w - - 2 33,a7b7,4,2489,a7b7 b8c8 b5a7 c8d8 c6c7 d8e8 c7c8q
l2L5B,3kr3/8/P5Q1/1P1B4/2P2P2/5KP1/3q3P/8 b - - 2 44,d2e2,1,1552,d2e2
bjMsM,6k1/5p1p/4p1p1/6PP/1R3K2/p4P2/1p6/r7 w - - 1 44,b4b8,2,828,b4b8 g8g7 h5h6
k5Ee1,2r1k3/4Bp1p/1rp3b1/5N2/4N3/3P1P2/P1P3PP/6K1 w - - 4 28,e4f6,1,1947,e4f6
phlp6,2k5/5pB1/6pp/r2p4/3P4/2P2N2/2R2PPP/6K1 b - - 1 32,a5a1,3,650,a5a1 c2c1 a1c1 f3e1 c1e1
qxwjm,5k2/p7/4PB1R/3p1p1p/2pP1P2/8/r3r3/2K5 w - - 1 37,h6h8,1,727,h6h8
jAyas,4r1k1/p4pPp/3Q4/2B3P1/q3p3/1p4PK/8/8 w - - 0 35,d6f8,2,1270,d6f8 e8f8 g7f8q
Jziyp,5N2/6p1/5p2/3bpkp1/8/4KP2/6PP/8 w - - 0 39,g2g4,1,881,g2g4
tVwwm,r5k1/1pp2rp1/1p1pQ3/4p3/8/2P3R1/5RPP/6K1 b - - 0 26,a8a1,2,547,a8a1 f2f1 a1f1
OL6IR,5rk1/p3Q3/1p2p1p1/4Bq1p/3P4/4n2P/P1P3P1/1R4K1 b - - 1 31,f5f2,2,1369,f5f2 g1h2 f2g2
dNcd6,7k/1p2B2p/2p3pP/8/2BP2P1/p1P4r/P1r5/6K1 w - - 11 53,e7f6,1,700,e7f6
bxZDc,4r1k1/pp2rppp/1q6/8/2p5/2P2Q2/P1P3PP/4RR1K w - - 4 22,f3f7,3,1592,f3f7 e7f7 e1e8 f7f8 f1f8
H9ylX,2r3k1/pb1Q1ppp/1p6/3pP1P1/4q3/8/P6P/5RK1 w - - 4 30,d7f7,3,1186,d7f7 g8h8 f7f8 c8f8 f1f8
zO507,8/p1R5/5pkp/3p4/5Q2/P2P1P1P/2P3PK/3qr3 b - - 0 34,e1h1,3,1179,e1h1 h2g3 d1e1 g3g4 h6h5
ID6jN,R7/p3kpp1/p3p3/3pP3/P2P4/4Pp2/3b3P/1r3RK1 b - - 3 24,d2e3,2,1178,d2e3 g1h1 b1f1
xPWmY,5r1k/6pp/2p1r3/6P1/5R1P/2B5/1P6/7K w - - 0 42,f4f8,1,640,f4f8
olbJr,4Qrk1/6pp/8/2p5/pq6/8/PP4BP/1KN5 w - - 2 31,g2d5,2,952,g2d5 g8h8 e8f8
fYHi7,7k/q5pp/2Rp1r2/2PQp3/8/8/5rPP/5RK1 w - - 0 31,c6c8,3,1005,c6c8 f6f8 c8f8 f2f8 f1f8
uhGIs,6k1/pp4pp/2p5/4p3/8/4N1Q1/PPPq1rPP/3R3K b - - 5 23,d2d1,2,927,d2d1 e3d1 f2f1
NCzVS,3Q4/8/8/5r2/2p3k1/2P2qP1/PP6/6K1 w - - 7 48,d8h4,1,1410,d8h4
9mOkg,8/5k2/1R6/2P1B3/4b3/4P1P1/r2p4/3K4 b - - 5 51,e4f3,1,1340,e4f3
DvkTh,4R3/1b4pk/R1qP1p1p/1nP5/5P2/4Q2P/6P1/6K1 b - - 0 32,c6g2,1,962,c6g2
VuFyF,2kr4/3p4/p3p3/1PPpPp2/1P1Q1Prq/8/7P/R4R1K b - - 0 27,h4h2,2,1496,h4h2 h1h2 d8h8
CtR2W,1r5k/7p/6pK/1p1p3N/8/3P1qP1/4R2P/1R1Q4 b - - 0 32,f3h5,1,1376,f3h5
PWowc,6k1/1p4pp/7r/3p3r/3Qp3/5PP1/PPP2R2/4R1K1 b - - 0 24,h5h1,2,901,h5h1 g1g2 h6h2
8PdPH,5R2/6pk/2n5/6PK/3n3P/8/8/qr6 w - - 1 46,g5g6,1,832,g5g6
0ggzc,8/8/2qk4/Qp6/1K6/1P6/8/8 b - - 6 54,c6c5,1,919,c6c5
P11WE,4r1k1/3Q2pp/p3r2q/2p1p3/2Pp4/P5B1/6PP/5R1K w - - 10 38,d7f7,3,1477,d7f7 g8h8 f7f8 e8f8 f1f8
T2wNm,6k1/p4ppp/p7/2p5/8/P1P5/2Pr1PPP/1R4K1 w - - 2 23,b1b8,2,717,b1b8 d2d8 b8d8
9551D,6k1/1R4p1/5bKp/4r3/8/1P6/8/8 w - - 6 40,b7b8,3,578,b7b8 f6d8 b8d8 e5e8 d8e8
TyXeo,2r3k1/qp3ppp/p2rp3/8/2R5/7P/PP1N1PP1/3R2K1 w - - 0 27,c4c8,2,536,c4c8 d6d8 c8d8
BRR5s,8/5ppk/1p6/3QN1n1/8/P3P1Bq/1P3P1P/7K b - - 16 45,h3f1,1,808,h3f1
oWfL7,4r1k1/3Q1ppp/1p6/8/8/1P2q3/P5PP/3R3K b - - 2 32,e3e1,2,587,e3e1 d1e1 e8e1
qbDZf,r1b3k1/1p3ppp/2p5/p1p5/2P5/4PB2/PP3PPP/3R2K1 w - - 1 19,d1d8,1,679,d1d8
CRy7V,5rk1/2q2n1p/5PpQ/p1p1p3/1pPpP2P/1P1P1R2/P7/7K w - - 4 44,h6g7,1,913,h6g7
Jv1Nc,r7/k1p5/3p4/p3pB1P/1p6/1Q2q3/PPP5/K1R5 b - - 0 36,e3c1,1,701,e3c1
cZE8K,6k1/6bp/1Q4p1/8/4n3/1P6/P2r1PPP/2K3NR b - - 1 24,g7b2,2,1110,g7b2 c1b1 e4c3
EXCOM,6k1/5b2/1R3p2/1PP1n1p1/8/r7/2R3PK/8 b - - 0 40,e5g4,3,1121,e5g4 h2g1 a3a1 c2c1 a1c1
t9Qgf,5r2/pp5p/2k3p1/3Rbr2/8/BP5P/P5P1/3R3K b - - 4 28,f5f1,2,506,f5f1 d1f1 f8f1
wwT5i,5rk1/2p3p1/1p1p3p/pP1P3q/P1P3b1/3B2P1/2Q5/5RK1 w - - 0 31,d3h7,2,1000,d3h7 g8h8 f1f8
X5mRx,8/p7/8/5p1p/5k2/5N2/2R2K2/6rr w - - 16 51,c2c4,1,1416,c2c4
RFxP8,4qr1k/6p1/Q6p/1p3p2/8/1pB4P/P1P2PP1/6K1 w - - 0 35,a6h6,2,1274,a6h6 h8g8 h6g7
2V4Wy,3r4/1pk4p/p7/P3p3/4P3/1R1pKP2/2r3PP/3R4 b - - 3 31,c2e2,1,829,c2e2
itget,3Q4/1BP3pk/P3p2p/4P3/8/6qP/3r1rP1/6RK b - - 0 37,g3h3,2,1555,g3h3 g2h3 f2h2
FNN78,1k4b1/ppp1q1p1/7p/5p2/4p1P1/1Q2Pn1P/PPP2PB1/3K4 w - - 0 22,b3g8,2,722,b3g8 e7d8 g8d8
hgcAk,Q7/4N1pk/P2b3p/2p1p1q1/2P1P3/1P1P1r1P/8/7K w - - 2 43,a8g8,1,900,a8g8
qHVtZ,5R2/P4qpk/7p/1PB5/5p2/3P1P1K/6PP/8 b - - 3 37,f7h5,1,1057,f7h5
AhrIF,3r2k1/1p4pp/p1b2p2/2B2P2/4p3/PP6/2q3PP/3R2K1 w - - 0 29,d1d8,3,1337,d1d8 c6e8 d8e8 g8f7 e8f8
4clJm,3Q4/kp6/p4p1p/4r3/PP6/4b1P1/6PK/8 b - - 2 45,e5h5,1,706,e5h5
A9I83,8/4R2p/p1r5/1p4p1/3B1pk1/P7/BP3P1P/6K1 b - - 0 29,c6c1,3,870,c6c1 e7e1 c1e1 g1g2 f4f3
IgN3x,5r1k/7p/1p3Npb/1P1PQ3/2q5/5P2/6PP/5R1K b - - 0 35,c4f1,1,963,c4f1
xgbv0,1r5k/3P2pp/4Q1p1/2P5/5P2/P3n1BK/1p5P/1q6 w - - 0 38,e6e8,2,1165,e6e8 b8e8 d7e8q
TnXht,8/5KPk/1p6/8/8/5P2/8/q7 w - - 0 67,g7g8q,2,1087,g7g8q h7h6 g8g6
YiRdC,7k/p2Q4/1b1N4/3Pp2p/8/P4pq1/1P3P2/4RK2 b - - 1 39,g3g2 g3f2,1,721,g3f2
gFWiL,8/6pk/3Q3p/3p4/3Pp1Pq/P3Pr1P/5PK1/R6R b - - 8 35,h4f2,1,1284,h4f2
t6HX4,4B1rk/p1p3p1/1p2p1Qp/3p4/4p1P1/5q2/PP6/K6R w - - 6 29,h1h6,2,1120,h1h6 g7h6 g6h6
GSr3d,2R4n/1r4pk/5pbp/5p2/2B5/7P/6PK/8 w - - 0 43,c4g8,1,829,c4g8
VA5Xj,5k2/1R3ppp/8/8/2PRP1n1/4q1P1/P5K1/8 w - - 0 33,d4d8,1,885,d4d8
bKRKS,6k1/3r1p2/2bP2pp/p7/1bP5/1PB2P2/1P4P1/4RK2 w - - 8 39,e1e8,2,910,e1e8 g8h7 e8h8
eyWou,5Qrk/8/1p2p3/p2q3p/8/P1P5/5RP1/6K1 w - - 3 36,f8h6,1,1244,f8h6
UfDZG,6k1/p4ppp/4rb2/1p6/P7/3P1P2/5K1P/2R5 w - - 0 29,c1c8,3,894,c1c8 f6d8 c8d8 e6e8 d8e8
j7daH,5k2/p4Bp1/1p2p2p/n3N3/3P1n2/4R1P1/Pr3P1P/6K1 b - - 0 26,b2b1,2,1355,b2b1 e3e1 b1e1
Pl6kY,1r5k/6pp/p7/2Q5/1p6/P6P/1q3PP1/2R3K1 w - - 2 28,c5c8,2,942,c5c8 b8c8 c1c8
1c58R,3r3k/5Q1p/2p2pp1/3B4/8/8/P1q2PK1/8 w - - 3 32,f7f6,1,1145,f7f6
